year;month;day;A;B;C;D;E
2010;4;1;0.0015214083894823371;0.0054375705368445715;0.010172365074883727;0.010148731408576195;0.0
2010;4;5;0.01945891203703587;0.006377551020408712;0.007272727272722657;-0.0027715226052326125;-0.006842105263158094
2010;4;6;-0.006882849641665079;-0.012674271229404455;0.001943904470985247;-0.0013896126454757685;-0.010598834128245471
2010;4;7;0.008788225207202682;-0.008985879332477853;-0.007760532150776878;0.01008871108019016;-0.023031601499731935
2010;4;8;7.082654578871583e-05;0.03575129533678778;0.0002793296089367292;0.02290339245737827;0.000548245614038434
2010;4;9;0.0021246458923505074;0.0030015007503751967;-0.01619659313040811;-0.001851851851850661;0.030136986301366298
2010;4;12;0.007067137809187329;-0.013715710723191998;-0.023843315356232964;-0.006915162759318916;0.009042553191488611
2010;4;13;0.010526315789475271;-0.003034134007585343;-0.005815644082580063;0.00798233695652173;-0.012651555086978239
2010;4;14;0.00833333333333286;0.005579507988840771;0.0017548990932996222;0.008424599831505786;-0.005339028296849624
2010;4;15;0.017424242424242342;-0.001513240857503817;-0.018978102189777912;-0.001318217664206034;-0.006977992485239004
2010;4;16;-0.011913626209977934;-0.031321040666835054;-0.019345238095237915;-0.013816343723672242;0.0
2010;4;19;-0.0066452010687118035;-0.01147327249022112;0.018209408194233;-0.01759781308730568;0.0
2010;4;20;0.0;0.008968609865470656;0.0223546944858386;-0.013913043478262055;0.005945945945944331
2010;4;22;0.013793103448276112;-0.009150326797386144;-0.012827988338189544;0.003527336860670527;0.0048361096184859065
2010;4;23;0.019047619047617204;0.0013192612137200577;0.011703023505981403;-0.008787346221438064;0.0053475935828875
2010;4;26;0.01702269692924041;-0.012911725955203512;-0.02029411764706368;-0.004078014184399792;0.0015957446808514408
2010;4;27;-0.04496225795864883;-0.03336892685531301;-0.036325427799459686;-0.0509168595335564;-0.03929899097185108
2010;4;28;-0.01786941580755874;0.025407346037007006;0.009034267912773064;-0.006752954417559076;-0.03814262023217263
2010;4;29;0.02134359692092125;0.018044707783463343;0.01945044766903381;0.027384324834748064;0.02298850574712552
2010;4;30;0.00801644398766821;-0.002645502645502451;-0.0066626287098732195;-0.02389705882352755;-0.0028089887640472266
2010;5;3;-0.006865144100053899;0.0029717682048207017;-0.03963414634146312;-0.024858757062146575;0.014084507042255723
2010;5;4;-0.0007528574361773677;-0.02645502645502551;-0.033650793650794375;-0.046736191579762054;-0.03333333333333233
2010;5;5;0.006849315068493178;-0.003260869565218538;-0.007555847568987861;0.02491896272285299;-0.022413793103449042
2010;5;6;0.004081632653059719;-0.01199563794983538;-0.01324064879179132;-0.014232061672265872;-0.032333921222811646
2010;5;7;0.009485094850947506;-0.002759381898455704;-0.002012747400200965;-0.0034088630439161882;0.011543134872419314
2010;5;10;0.0040268456375851525;0.04288876591034896;0.013445378151261123;0.042454728370221684;0.035435435435435814
2010;5;11;0.0026737967914427507;-0.013796763067126183;-0.01757877280265374;-0.00965064659332271;-0.016821345707657587
2010;5;12;0.005933333333334234;-0.0018832391713753394;0.00945307224848091;-0.003508088091988437;0.011799410029498247
2010;5;13;-0.005898336536550697;-0.014824797843665749;0.0033444816053511683;-0.014472912184627873;0.004081632653060385
2010;5;14;-0.006666666666666821;-0.016415868673049783;0.0029999999999996696;-0.029569358999798956;-0.005226480836238223
2010;5;17;0.013422818791946511;-0.0013908205841450805;-0.0079760717846461;-0.015541922290390753;-0.009340338587269348
2010;5;18;-0.01324503311258296;-0.025348189415041245;-0.02110552763819018;-0.036144578313250686;-0.02710665880966423
2010;5;19;-0.006711409395973256;-0.05115747356387523;-0.022929500342231846;-0.019396551724139677;-0.04239854633555806
2010;5;20;-0.024256756756756204;-0.010542168674699481;-0.039229422066550446;-0.03626373626373458;-0.013282732447815748
2010;5;21;-0.004224084204695555;0.01978691019786849;0.0054684651841054865;0.06727480045609613;0.0250000000000008
2010;5;24;0.02851182197496538;-0.017313432835819653;-0.008400292181192759;-0.010470085470085433;-0.008755472170104972
2010;5;25;-0.006761325219743153;-0.02460510328068166;-0.02209944751381243;0.008853379399699435;-0.009463722397478724
2010;5;26;-0.04697072838665595;0.03363438181252065;0.018832391713748065;-0.005351027397260788;0.04076433121018863
2010;5;27;0.05857142857142894;0.0180777342573053;0.028096118299445028;0.06305143103077149;0.028151774785801997
2010;5;28;0.004723346828608088;-0.005622965374370126;0.014023732470334282;-0.009109311740887027;0.011904761904766747
2010;5;31;-0.010745466756210797;0.03273809523809512;0.04964539007092239;0.02145045965270409;0.0
2010;6;1;0.008146639511201315;-0.019833948335217566;-0.03209459459459452;-0.021600000000000064;-0.011764705882357673
2010;6;2;0.026936026936027258;0.02823529411764758;0.01570680628272192;0.021054783319705672;0.00892857142857384
2010;6;4;0.009770491803278158;-0.02030892448512589;0.005154639175257492;-0.04724724724724794;-0.0029498525073771154
2010;6;7;0.008182349503213393;-0.030364963503648812;0.009230769230768932;-0.03130909855011288;0.0
2010;6;8;-0.008051529790659817;0.018066847335138858;0.00474254742547453;0.01062906724511925;-0.02366863905325378
2010;6;9;0.009870129870130251;-0.00916888494528234;-0.0037086985839509534;0.0036488516849084718;0.02545454545454695
2010;6;10;0.0037294238683123204;0.02686567164179099;0.01184433164128551;0.018177929854578112;0.004728132387709749
2010;6;11;-0.0049967969250470645;0.01482558139534862;-0.009364548494982694;0.012182314639780811;-0.005294117647060115
2010;6;14;0.004442441411278697;-0.01604124892580805;-0.019243754220122145;0.0006225357958065114;0.004730928444705018
2010;6;15;0.01852445356067034;0.024454148471614756;-0.0017211703958689428;0.014309415180423501;0.05356091818717079
2010;6;16;0.006922592825676421;0.003125888036373814;0.022413793103448265;-0.012471887139641757;-0.014525139664804954
2010;6;17;0.0060624999999989715;-0.004532577903681445;-0.004384485666105276;-0.017598343685301776;-0.007936507936506687
2010;6;18;-0.0070199416040237494;0.004553215708593017;-0.0010162601626013679;-0.009483667017914255;0.0
2010;6;21;0.010385385385383472;0.004249291784703679;-0.003051881993895389;0.03127659574468078;-0.00571428571428545
2010;6;22;0.017647058823530015;-0.004231311706630048;-0.009863945578231337;-0.009696719620381877;-0.005747126436781436
2010;6;23;-0.013507757833889689;0.004815864022663208;-0.020954998282376902;0.012291666666666812;-0.010404624277459362
2010;6;24;-0.019305495589959643;-0.031575979701155;-0.03543859649122849;-0.02243259930026853;-0.01927570093457931
2010;6;25;0.006352201257861179;0.0072780203784561515;0.015278283012003957;0.012210526315788783;0.01905896366885207
2010;6;28;0.030310605587151596;-0.0026011560693646185;-0.017556431386599347;-0.01871880199666931;-0.006428988895381016
2010;6;29;-0.03421084556593412;-0.04114749348014923;-0.021517140773159138;-0.04832556167867974;0.008823529411761788
2010;6;30;-0.020223590001257397;-0.017830160169235332;0.0011181513231468543;-0.027839643652558754;-0.02288762693989843
2010;7;1;-0.014423076923076428;0.04623245506113416;-0.015264333581534006;0.004352806414661625;0.03592814371257602
2010;7;2;0.006829268292682933;0.009414533686378235;0.012098298676748165;-0.005018248175184925;0.008670520231210288
2010;7;5;-0.011627906976744762;-0.02419119790148705;-0.00859170713485169;-0.014213663457128156;-0.015472779369624323
2010;7;6;0.023856209150328045;0.023894862604541434;0.019216277317256836;0.012558139534883717;-0.015715948777650146
2010;7;7;0.006575167571016616;0.058634772462075935;0.012939001848428333;0.024115755627011737;-0.0005913660555888489
2010;7;8;0.015347539320142767;0.022320198401764246;0.006569343065693012;0.0033639829558151924;-0.01124260355029405
2010;7;12;-0.009306683322922615;0.0035040431266839533;-0.012690355329948666;-0.014751899865889317;-0.01855176540993786
2010;7;13;0.002774099993694712;0.003223207091055613;0.0025706940874037354;0.0018148820326662207;0.042682926829268775
2010;7;14;0.0033951587551077633;-0.007228915662649937;0.0;0.00022644927536319415;-0.013450292397660824
2010;7;15;0.002506422708191236;-0.0021574973031283085;-0.006959706959707157;-0.007923930269414292;0.02489626556016944
2010;7;16;0.00643790236889652;-0.025135135135135656;-0.0099594245665805;-0.022136010953901386;-0.013880855986119656
2010;7;19;0.01583654204446794;0.023010812309399054;0.00409836065573832;0.028004667444576414;-0.005865102639295516
2010;7;20;0.000794766766522681;0.008401084010839499;0.02597402597402465;0.05652667423382396;0.0005899705014753565
2010;7;21;-0.010384850335981466;-0.003224939532383786;-0.005424954792043191;0.005801461108721373;0.008254716981128007
2010;7;22;0.021604938271604146;0.027231059584794215;0.01745454545454561;0.021149327066867007;0.01754385964912597
2010;7;23;-0.015105740181267868;0.010498687664041828;-0.006790564689063805;0.007740585774056452;-0.012643678160919158
2010;7;26;-0.006073619631902338;0.0023376623376629713;0.003958258366319578;0.00041519618019703053;0.006984866123399547
2010;7;27;0.004258996358250666;-0.0023322104172072144;0.0028673835125443414;-0.003942726706784971;0.020231213872832443
2010;7;28;0.00319606637984049;0.023376623376623273;-0.006433166547533231;0.01770833333333477;0.009519466457737824
2010;7;29;-0.0012866070334532909;0.0007614213197963959;-0.0021582733812955945;-0.009211873080860467;0.010163749294186841
2010;7;30;0.0013496104533474718;0.00405782399188559;0.003965392934391243;0.0030991735537191367;0.01956400223588539
2010;8;2;0.005697482080498695;0.0033351862194173076;0.028571428575798752;0.04078269824922476;0.003289473684206623
2010;8;3;-0.00706627680311811;-0.03047091412742331;0.02250351617440227;-0.0011874134177682905;0.019125683060108756
2010;8;4;-0.003987730061350669;-0.01714285714285735;0.008940852819806944;-0.000792550029724115;-0.0026809651474482
2010;8;5;-0.008253772713273544;0.001849894291754417;0.0030674846625777796;0.004362482649218791;-0.008064516129036692
2010;8;6;-0.006769765853053;0.011606436296491607;-0.011552837240911606;-0.0013820335636739456;-0.008130081300812941
2010;8;9;-0.001938469234615936;0.003911342894394432;-0.008937779305603133;0.0025701858442097603;-0.015300546448085095
2010;8;10;-0.004761606415638386;-0.004675324675325165;-0.014568158168574041;-0.014001183198582234;-0.01775804661487379
2010;8;11;-0.01101668240478515;-0.015850919934969676;-0.03203097500879937;-0.03379999999999783;0.0028248587570620654
2010;8;12;0.006429026098026203;0.0048038430744596905;0.0010909090909085872;0.008486855723450093;-0.0028169014084507005
2010;8;13;-0.007020428815381008;0.001593625498007789;0.004722121322194628;0.001642036124797519;0.02090395480226137
2010;8;16;0.02261146496815436;0.004773269689737569;-0.0018076644974698297;0.013114754098360715;0.004427227448808191
2010;8;17;0.02080348800996301;0.006598046978093963;0.024990945309671053;0.01152912621359059;-0.008264462809917217
2010;8;18;0.0006711818902940259;-0.0023597273203985747;-0.02190812720848101;0.006798640271945322;-0.01944444444444393
2010;8;19;0.008536585365853;-0.011826544021024676;-0.03251445086705185;-0.00993048659384399;-0.008498583569404916
2010;8;20;-6.0459492139730564e-05;-0.0021276595744676996;0.0;-0.01223671013038874;-0.009714285714287452
2010;8;23;-0.01354374508736933;-0.006929637526653654;-0.0044809559372672725;-0.02863525588952398;0.030005770340451265
2010;8;24;-0.007048728164265938;-0.017176596886741002;-0.019504876219054168;-0.021534601714405244;-0.019607843137254388
2010;8;25;-0.01154320987654256;-0.0005461496450025471;-0.002295332823259666;-0.008974358974357055;-0.005714285714285561
2010;8;26;-0.0008118403796920637;-0.024863387978141804;-0.014570552147239568;-0.011211729193616127;-0.011494252873562982
2010;8;27;0.018750000000000266;0.042308769963574244;0.03346303501945558;0.03467073702572776;0.011627906976743985
2010;8;30;-0.0025153374233140013;-0.012096774193547932;-0.04179216867469904;-0.026343519494202106;-0.008620689655172264
2010;8;31;0.027123439325913212;0.029115646258503602;0.023968565815324805;0.014718614718614242;-0.014492753623187915
2010;9;1;0.0059880239520957446;0.013277613205719518;0.03722179585571772;0.046288395904433344;0.011764705882352677
2010;9;2;-0.017797619047619784;-0.010702166536152191;0.02108768035516073;-0.009582059123341646;-0.0029069767441860517
2010;9;3;0.005999636385674023;-0.0013192612137205018;0.04347826086956541;-0.003705228489088719;0.0
2010;9;6;-0.010060240963855271;-0.009247027741082325;0.010069444444443798;-0.008264462809918105;-0.004081632653063161
2010;9;8;0.02239396336639632;-0.0013333333333335196;-0.04331385355792294;-0.016875000000002416;0.004683840749417634
2010;9;9;-0.00011904053330047404;-0.004806408544726137;-0.00826446280991755;0.0023310023310034733;0.00058275058275159
2010;9;10;-0.01238168938627393;-0.002146498524283058;-0.0028985507246378495;-0.00930232558139521;-0.0034944670937692157
2010;9;13;0.024591646073170992;0.03522452272116139;0.028343023255814392;0.028595817328213258;0.014026884862652134
2010;9;14;0.011824224954410933;0.014285714285714901;-0.051236749116607916;-0.00829875518672274;-0.004034582132561693
2010;9;15;0.024941860465116372;0.005889884763124131;-0.014897579143389295;0.005857740585772708;-0.0075231481481509155
2010;9;16;0.0007374212944564196;-0.009674134419551894;-0.0034026465028352826;-0.0064475873544062035;0.0011661807580194417
2010;9;17;-0.012300192721912517;-0.005141388174807582;0.003034901365705611;-0.013397529830437849;0.0
2010;9;20;0.011190817790531105;0.007751937984496582;0.024962178517397682;0.020581370676850286;0.0034944670937639977
2010;9;21;-0.023836549375709337;-0.01564102564102554;-0.027675276752767264;0.0031185031185032575;-0.007544979686590958
2010;9;22;0.01389534883720911;0.0067725970304761685;-0.014041745730550725;0.018031088082900437;-0.00027609053905508496
2010;9;23;0.004300705315670061;0.007761966364812745;0.03156274056966879;0.00040716612378011163;0.03286384976525758
2010;9;24;-0.010962658444672368;-0.007702182284980985;-0.018656716417910335;0.034391534391531975;0.017045454545455918
2010;9;27;0.01218104145017862;0.001293661060802087;0.007604562737641984;0.018296281723391594;-0.0011173184357557986
2010;9;28;0.006102777619347632;0.009043927648579198;0.007547169811321641;0.007727975270479748;0.02125279642058353
2010;9;29;0.007936507936507242;0.01818181818181852;0.029962546816479474;0.0005751533742315296;0.013143483023003055
2010;9;30;-0.009787648098049884;0.017857142857142794;-0.0076363636363642184;0.0021076834642661524;0.0
2010;10;1;0.040462427745663776;0.008453210739348682;0.007695126419934528;0.009560229445507495;0.03243243243242966
2010;10;4;0.004611111111112676;0.001225490196078205;-0.0043636363636370135;0.0007575757575750686;-0.013089005235602191
2010;10;5;0.020018802189900375;0.024969400244798212;-0.014609203798393033;0.01267978803936698;0.004774535809017433
2010;10;6;-0.0024396855516400917;-0.00883687604490091;-0.041512231282431644;0.002990095309284957;0.0026399155227041504
2010;10;7;0.006739130434782803;0.001927710843373287;-0.02165506573859244;-0.003540152785540651;0.0189573459715644
2010;10;8;0.021755560354136172;0.021885521885522063;0.027667984189723827;-0.0033657442034391583;0.0025839793281663415
2010;10;11;-0.004596608020289605;-0.007531183807955033;-0.005769230769230971;0.005628517823640156;0.015463917525774251
2010;10;13;0.0315817409766459;0.011619634811477653;-0.005415860735008771;-0.00093283582089565;0.03045685279187582
2010;10;14;0.0033444816053516124;-0.007266760431317354;0.02839362115908206;0.0037348272642392377;-0.01477832512315369
2010;10;15;0.002564102564102777;0.009917355371900749;-0.005673222390317867;0.002916713115974856;0.02350000000000052
2010;10;18;0.009820971867007255;0.0053776011222819164;0.004184100418409775;0.021555763823801755;0.02540302882266876
2010;10;19;-0.012308783304630033;-0.02000000000000035;-0.0424242424242427;-0.023853211009174147;-0.0019056693663631608
2010;10;20;0.005128468126570862;0.009729473184623139;-0.011471518987341;0.029699248120303556;0.002386634844865343
2010;10;21;0.01020460227562725;-0.012690951821386687;-0.033213285314126484;-0.016064257028112205;-0.002380952380949153
2010;10;22;0.030304560836404315;0.009045465365388639;0.002069536423841445;0.000927643784783827;0.015751789976130137
2010;10;25;-0.019363694298739853;0.0025949516395376016;0.014869888475835813;0.008341056533829327;0.03524436090225613
2010;10;26;-0.025894821035792326;-0.0023529411764702246;0.05209605209605228;0.014705882352942456;-0.014071720381297781
2010;10;27;-0.024940983270040573;-0.02028301886792494;0.013152804642167393;-0.009963768115941907;-0.010128913443830823
2010;10;28;0.0;-0.00962927298988836;0.0026727758686511116;-0.01921317474840134;0.023255813953488413
2010;10;29;0.017000000000000792;0.008750607681088818;-0.015613099771515482;0.0;-0.0013636363636360116
2010;11;1;0.023236557470371455;0.019089857311698433;0.02475822050290133;0.02238805970149449;0.029130632680928636
2010;11;3;-0.016285656483916888;-0.0030747398297064077;0.024667931686195965;-0.010948905109489981;-0.01371074745687706
2010;11;4;0.008226221079692175;0.026571767497034715;0.018518518518517935;0.025645756457564728;-0.004484304932736993
2010;11;5;0.006731259561447711;0.005084354055927998;-0.009090909090908705;0.0019787731606404346;0.01126126126126148
2010;11;8;0.01053591328132919;0.0009197516670504946;0.010275229357798343;0.007181328545781573;-0.0008908685968792573
2010;11;9;-0.022907268170424877;-0.026878015161957536;-0.0148928441699967;-0.0035650623885921107;0.020954079358002975
2010;11;10;-0.011542605037706766;0.011567516525023525;0.0003687315634215427;-0.0017889087656550728;0.026200873362443255
2010;11;11;-0.002491177081170304;-0.019836639439906878;-0.015112421673423526;0.00430107526882062;0.01531914893617059
2010;11;12;0.0015608740894901274;0.0;-0.03255988023952183;-0.018558172733762146;-0.014668901927910705
2010;11;16;0.0022857142857140023;-0.020238095238095388;-0.017408123791101904;-0.020181818181819522;-0.013185878349641689
2010;11;17;0.02829895304239538;-0.0012150668286755595;0.0019685039370076485;-0.0014845054741126074;0.012500000000002176
2010;11;18;0.02817540322580636;0.009975669099756779;0.01768172888015651;0.026574986062069872;0.00681140911026068
2010;11;19;0.013481052992794895;0.010118043844856484;-0.0077220077220074845;0.003801593048513796;-0.02663847780126971
2010;11;22;0.014801199574344226;-0.015502027188171064;-0.024902723735408028;-0.0027051397655538656;-0.013900955690705818
2010;11;23;-0.022926596758818363;-0.02640503875968936;-0.016360734237829577;-0.025316455696200668;-0.00881057268722385
2010;11;24;0.001756183228450725;0.008708633988553816;0.023935091277891285;0.025417439703154576;0.017777777777780113
2010;11;25;0.003116630143657151;-0.0017266896891958705;-0.015451664025357581;-0.006332549303422974;-0.01528384279476136
2010;11;26;-0.004806058546531489;-0.009142574746725973;-0.010060362173037851;-0.015112891478512802;-0.0017738359201755483
2010;11;29;-0.023219512195122305;-0.012468827930173898;0.00406504065040636;0.0022185246810886294;-0.0026654820079997643
2010;11;30;-0.006192568917299357;-0.008838383838383534;-0.0044534412955461455;-0.011990407673862835;0.005345211581294418
2010;12;1;0.010719754978704588;0.01967480503177632;0.027246848312322047;0.0324869305451827;0.015064244572440488
2010;12;2;0.005555555555556202;0.0034991252186946653;0.005542359461599533;0.010849909584087714;0.0082933216935841
2010;12;3;0.017076845806127228;-0.015442092154420828;0.011811023622046779;0.012522361359569745;0.00865800865800792
2010;12;6;0.001481481481481195;-0.009107007336200401;0.006225680933853006;0.004416961130743413;-0.015021459227469558
2010;12;7;-0.013806706114398715;0.003318866479448346;-0.01972157772621852;-0.0022867194371148925;-0.008714596949890296
2010;12;8;0.009450000000001513;-0.009414758269719714;-0.013806706114397937;-0.022214386459803004;-0.010989010989011061
2010;12;9;-0.009361533508347675;-0.013871050603647017;0.01599999999999957;0.010998918139198066;-0.00888888888888828
2010;12;10;0.0137000000000016;0.0;0.011811023622046779;0.01248439450686556;-0.03139013452914741
2010;12;13;0.0012331064417467896;0.002865329512893755;0.008171206225681571;0.02501321120310185;0.009259259259258634
2010;12;14;-0.0004433715946599026;0.004415584415584428;-0.0030876109610192826;-0.008764392507304208;0.027522935779818347
2010;12;15;0.015229176934450583;-0.005689164727179619;-0.017808749516066924;-0.015256588072121713;0.01562499999999778
2010;12;16;0.004903150638380982;-0.008062418725616749;-0.000788332676388892;-0.0008802816901419819;-0.002197802197803078
2010;12;17;-4.830917874376617e-05;0.009438909281594077;0.02327416173569974;0.0026431718061703524;0.01762114537445192
2010;12;20;0.010193729165659304;-0.021818181818182403;-0.014263685427909567;-0.007029876977153515;-0.009090909090910815
2010;12;21;0.019846963175515597;0.023101433882103395;0.007821666014860895;0.012212389380528377;-0.0039318479685444
2010;12;22;0.00398593200468933;0.023358422008823876;0.005866249511822019;-0.002797691904176225;-0.025995861326269853
2010;12;23;0.012143858010274178;-0.002536139994926856;0.0011664074650086231;-0.0031562335612841386;-0.006320541760725384
2010;12;27;-0.00807568066451192;-0.017289600813628292;0.011650485436893065;-0.028496042216360595;-0.014084507042251726
2010;12;28;0.00023261223540260723;-0.0005174644243209903;0.02341650671784956;-0.00887198986058002;0.0
2010;12;29;0.005348837209302015;0.022262490292518367;0.011627906976744873;0.006941907197658637;0.005069124423962235
2010;12;30;0.0039324543141352475;0.007596859964547953;0.01186503522432325;0.003809869375909214;-0.00045850527280799636
2011;1;3;0.0023041474654372784;0.0029573085965965973;-0.010626603151337899;0.029640339779502423;0.008256880733941374
2011;1;4;0.00022988505747023602;0.008064516129033139;-0.0037037037037032094;0.020712655783748035;-0.017288444040036044
2011;1;5;-0.018616410020684704;0.014999999999999458;0.011895910780667762;0.01805674978503724;-0.013425925925925508
2011;1;6;-0.009367681498828384;-0.02364532019704435;-0.004041146216016589;-0.012837837837835986;-0.010793054903800448
2011;1;7;-0.004018912529550778;-0.02447023208879906;-0.014016967908521472;-0.007529089664613187;0.0014231499051233776
2011;1;10;-0.0033230477094715605;0.008016550297388125;0.009352787130565199;-0.0018965517241379404;0.0004737091425879303
2011;1;11;0.0019052155275078864;0.0061570035915854415;0.006300963676797;0.010537225773016745;0.01562499999999667
2011;1;12;-0.03137627763251849;0.026262111167771662;0.027624309392265678;0.027692307692305906;0.011655011655013814
2011;1;13;-0.008588957055213453;-0.02186335403726747;-0.021146953405018265;-0.006986027944108519;-0.011520737327191055
